,endTime,artistName,trackName,msPlayed,name,release_date,duration_ms,explicit,popularity,uri,details
2045,2022-01-05 11:11,Andrew Keenan-Bolger,Partner in Crime,137,Partner in Crime,2016-06-03,267093,False,41,spotify:track:1FpeZwANivcNV3VQiTynJK,"{'name': 'Partner in Crime', 'release_date': '2016-06-03', 'duration_ms': 267093, 'explicit': False, 'popularity': 41, 'uri': 'spotify:track:1FpeZwANivcNV3VQiTynJK'}"
4647,2022-02-10 11:28,Andrew Lloyd Webber,Any Dream Will Do,225821,Any Dream Will Do,1991-01-01,234440,False,50,spotify:track:4FEyVH9a4WGY6zdhVixIxE,"{'name': 'Any Dream Will Do', 'release_date': '1991-01-01', 'duration_ms': 234440, 'explicit': False, 'popularity': 50, 'uri': 'spotify:track:4FEyVH9a4WGY6zdhVixIxE'}"
6881,2022-04-01 18:29,Andrew Lloyd Webber,I Know I Have A Heart,206693,I Know I Have A Heart,2021-02-12,206693,False,36,spotify:track:0l25tWS4KJG1mgtZD49GaK,"{'name': 'I Know I Have A Heart', 'release_date': '2021-02-12', 'duration_ms': 206693, 'explicit': False, 'popularity': 36, 'uri': 'spotify:track:0l25tWS4KJG1mgtZD49GaK'}"
9799,2022-06-07 20:38,Andrew Lloyd Webber,Bad Cinderella,348,Bad Cinderella,2021-07-09,185826,False,42,spotify:track:0NAV94PmV6GSJXBgZRJ7Tu,"{'name': 'Bad Cinderella', 'release_date': '2021-07-09', 'duration_ms': 185826, 'explicit': False, 'popularity': 42, 'uri': 'spotify:track:0NAV94PmV6GSJXBgZRJ7Tu'}"
4743,2022-02-13 21:03,Andrew Rannells,I Believe,282787,I Believe,2011-05-17,282786,True,51,spotify:track:4YfNmQKnrX5DrlAxSAnMoA,"{'name': 'I Believe', 'release_date': '2011-05-17', 'duration_ms': 282786, 'explicit': True, 'popularity': 51, 'uri': 'spotify:track:4YfNmQKnrX5DrlAxSAnMoA'}"
4744,2022-02-13 21:04,Andrew Rannells,Hello!,84108,Hello!,2011-05-17,172026,False,54,spotify:track:08hlFtp8y9S6YZmjBNvQ1I,"{'name': 'Hello!', 'release_date': '2011-05-17', 'duration_ms': 172026, 'explicit': False, 'popularity': 54, 'uri': 'spotify:track:08hlFtp8y9S6YZmjBNvQ1I'}"
9816,2022-06-07 20:42,Andrew Rannells,Love Thy Neighbor,550,Love Thy Neighbor,2020-12-04,271080,False,47,spotify:track:51Gk5vpWtJaWaIEbyp0GzK,"{'name': 'Love Thy Neighbor', 'release_date': '2020-12-04', 'duration_ms': 271080, 'explicit': False, 'popularity': 47, 'uri': 'spotify:track:51Gk5vpWtJaWaIEbyp0GzK'}"
4796,2022-02-14 22:50,Andrew Rannells,Tomorrow Is a Latter Day,587,Tomorrow Is a Latter Day,2011-05-17,361613,True,43,spotify:track:4I4UN8MOiWPgUZgENIFW4a,"{'name': 'Tomorrow Is a Latter Day', 'release_date': '2011-05-17', 'duration_ms': 361613, 'explicit': True, 'popularity': 43, 'uri': 'spotify:track:4I4UN8MOiWPgUZgENIFW4a'}"
4792,2022-02-14 17:33,Andrew Rannells,All-American Prophet,170776,All-American Prophet,2011-05-17,374546,False,48,spotify:track:06pQZG3BrfGCVvB9xmia1f,"{'name': 'All-American Prophet', 'release_date': '2011-05-17', 'duration_ms': 374546, 'explicit': False, 'popularity': 48, 'uri': 'spotify:track:06pQZG3BrfGCVvB9xmia1f'}"
6166,2022-03-14 19:40,Andromache,Ela,182485,Ela,2022-03-11,182484,False,51,spotify:track:70HQXHPuU7EyUroOYkOzdk,"{'name': 'Ela', 'release_date': '2022-03-11', 'duration_ms': 182484, 'explicit': False, 'popularity': 51, 'uri': 'spotify:track:70HQXHPuU7EyUroOYkOzdk'}"
4671,2022-02-10 17:41,André De Shields,Wait for Me (Reprise),192282,Wait for Me (Reprise),2019-07-26,192281,False,51,spotify:track:3fJJ28RcXGkgKlgbgBSbc8,"{'name': 'Wait for Me (Reprise)', 'release_date': '2019-07-26', 'duration_ms': 192281, 'explicit': False, 'popularity': 51, 'uri': 'spotify:track:3fJJ28RcXGkgKlgbgBSbc8'}"
7861,2022-04-26 22:37,André Rieu,"Yakety Sax - Theme From ""The Benny Hill Show""",141000,"Yakety Sax - Theme From ""The Benny Hill Show""",2006-01-01,141000,False,25,spotify:track:0Ba1noAjpJvgwL29QIAHT0,"{'name': 'Yakety Sax - Theme From ""The Benny Hill Show""', 'release_date': '2006-01-01', 'duration_ms': 141000, 'explicit': False, 'popularity': 25, 'uri': 'spotify:track:0Ba1noAjpJvgwL29QIAHT0'}"
503,2021-12-14 14:37,Andy Grammer,85,201865,85,2017-12-01,201865,False,51,spotify:track:1mRiY74pNcCrKkWz6NjdYV,"{'name': '85', 'release_date': '2017-12-01', 'duration_ms': 201865, 'explicit': False, 'popularity': 51, 'uri': 'spotify:track:1mRiY74pNcCrKkWz6NjdYV'}"
226,2021-12-10 14:35,Andy Grammer,Sinner,220727,Sinner,2014-08-05,220727,False,58,spotify:track:4yLoZbvsw3UXMgOgylYgQn,"{'name': 'Sinner', 'release_date': '2014-08-05', 'duration_ms': 220727, 'explicit': False, 'popularity': 58, 'uri': 'spotify:track:4yLoZbvsw3UXMgOgylYgQn'}"
1459,2022-07-16 16:13,Andy Grammer,Joy,1046,Joy,2022-01-28,193621,False,65,spotify:track:4Hn4zAkBUaNnT8m9p7cYaf,"{'name': 'Joy', 'release_date': '2022-01-28', 'duration_ms': 193621, 'explicit': False, 'popularity': 65, 'uri': 'spotify:track:4Hn4zAkBUaNnT8m9p7cYaf'}"
472,2021-12-14 13:54,Andy Grammer,"Honey, I'm Good.",763,"Honey, I'm Good.",2014-08-05,199263,False,71,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,"{'name': ""Honey, I'm Good."", 'release_date': '2014-08-05', 'duration_ms': 199263, 'explicit': False, 'popularity': 71, 'uri': 'spotify:track:4MflGTO2ZTcSQ12bWcyRgI'}"
9670,2022-06-03 13:02,Andy Grammer,Saved My Life,174843,Saved My Life (with R3HAB),2022-05-06,174842,False,65,spotify:track:6ATM1zRLGYYP72J9xwnL1L,"{'name': 'Saved My Life (with R3HAB)', 'release_date': '2022-05-06', 'duration_ms': 174842, 'explicit': False, 'popularity': 65, 'uri': 'spotify:track:6ATM1zRLGYYP72J9xwnL1L'}"
3989,2022-01-28 19:51,Andy Lau,笨小孩,241333,笨小孩,2001,241333,False,44,spotify:track:1HJHLL8H9EoiIBeShJhMkC,"{'name': '笨小孩', 'release_date': '2001', 'duration_ms': 241333, 'explicit': False, 'popularity': 44, 'uri': 'spotify:track:1HJHLL8H9EoiIBeShJhMkC'}"
6443,2022-11-22 19:31,Andy Williams,It's the Most Wonderful Time of the Year,151933,It's the Most Wonderful Time of the Year,1963-11-24,151933,False,89,spotify:track:5hslUAKq9I9CG2bAulFkHN,"{'name': ""It's the Most Wonderful Time of the Year"", 'release_date': '1963-11-24', 'duration_ms': 151933, 'explicit': False, 'popularity': 89, 'uri': 'spotify:track:5hslUAKq9I9CG2bAulFkHN'}"
2715,2022-01-14 16:22,Angel Haze,Battle Cry,5012,Battle Cry,2014-01-01,292097,True,25,spotify:track:6bMhTZRD0GdZJwthFOhREW,"{'name': 'Battle Cry', 'release_date': '2014-01-01', 'duration_ms': 292097, 'explicit': True, 'popularity': 25, 'uri': 'spotify:track:6bMhTZRD0GdZJwthFOhREW'}"
2694,2022-01-14 15:18,Angela Lansbury,"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",224733,"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",1991-01-01,224733,False,59,spotify:track:6btdYzQ8eZFBrOlUKVHuz0,"{'name': 'Be Our Guest - From ""Beauty and the Beast""/Soundtrack', 'release_date': '1991-01-01', 'duration_ms': 224733, 'explicit': False, 'popularity': 59, 'uri': 'spotify:track:6btdYzQ8eZFBrOlUKVHuz0'}"
2693,2022-01-14 15:15,Anika Noni Rose,Down in New Orleans (Finale),95493,Down in New Orleans (Finale),2009-11-23,95493,False,59,spotify:track:1fvc8FP8MUrIbHGYb4kF89,"{'name': 'Down in New Orleans (Finale)', 'release_date': '2009-11-23', 'duration_ms': 95493, 'explicit': False, 'popularity': 59, 'uri': 'spotify:track:1fvc8FP8MUrIbHGYb4kF89'}"
7075,2022-12-07 16:55,Anita O'Day,Love For Sale - 1959 Version,164840,Love For Sale - 1959 Version,1959-01-01,164840,False,47,spotify:track:43hj7RjOE5vXtgnqPidEv4,"{'name': 'Love For Sale - 1959 Version', 'release_date': '1959-01-01', 'duration_ms': 164840, 'explicit': False, 'popularity': 47, 'uri': 'spotify:track:43hj7RjOE5vXtgnqPidEv4'}"
6148,2022-03-14 18:25,Anna Akana,Pretty Girls Don't Cry,32952,Pretty Girls Don't Cry,2019-10-04,185426,True,44,spotify:track:4B59uCHTHAkoc6S1UESs5Q,"{'name': ""Pretty Girls Don't Cry"", 'release_date': '2019-10-04', 'duration_ms': 185426, 'explicit': True, 'popularity': 44, 'uri': 'spotify:track:4B59uCHTHAkoc6S1UESs5Q'}"
8528,2022-05-10 14:06,Anna Clendening,Get Me,165133,Get Me,2020-07-31,165133,False,52,spotify:track:6suHhfV1esLHUWUpNKRLzS,"{'name': 'Get Me', 'release_date': '2020-07-31', 'duration_ms': 165133, 'explicit': False, 'popularity': 52, 'uri': 'spotify:track:6suHhfV1esLHUWUpNKRLzS'}"
2361,2022-01-10 15:54,Anna Kendrick,Cups - Movie Version,9410,Cups - Movie Version,2012-01-01,76946,False,52,spotify:track:7FSRqo6WcCBpGbrOkCOiky,"{'name': 'Cups - Movie Version', 'release_date': '2012-01-01', 'duration_ms': 76946, 'explicit': False, 'popularity': 52, 'uri': 'spotify:track:7FSRqo6WcCBpGbrOkCOiky'}"
2357,2022-01-10 15:51,Anna Kendrick,True Colors - Film Version,180573,True Colors - Film Version,2016-09-23,180573,False,57,spotify:track:1JY9hsqLWZ3JB3K39Ve1xF,"{'name': 'True Colors - Film Version', 'release_date': '2016-09-23', 'duration_ms': 180573, 'explicit': False, 'popularity': 57, 'uri': 'spotify:track:1JY9hsqLWZ3JB3K39Ve1xF'}"
2012,2022-08-02 19:50,Anna Kendrick,Still Hurting,3290,Still Hurting,2015-02-10,335426,False,44,spotify:track:6G80yU2sT2CRn2gg4WmmfW,"{'name': 'Still Hurting', 'release_date': '2015-02-10', 'duration_ms': 335426, 'explicit': False, 'popularity': 44, 'uri': 'spotify:track:6G80yU2sT2CRn2gg4WmmfW'}"
2351,2022-01-10 15:27,Anna Kendrick,No One Is Alone,63315,No One Is Alone,2014-01-01,178186,False,45,spotify:track:37BEajFxP7B1bOFPnBiwVd,"{'name': 'No One Is Alone', 'release_date': '2014-01-01', 'duration_ms': 178186, 'explicit': False, 'popularity': 45, 'uri': 'spotify:track:37BEajFxP7B1bOFPnBiwVd'}"
513,2021-12-14 15:04,Anna Kendrick,Get Back Up Again,23,Get Back Up Again,2016-09-23,165773,False,62,spotify:track:3K7xYRXPFDVyen7cZF5Zk2,"{'name': 'Get Back Up Again', 'release_date': '2016-09-23', 'duration_ms': 165773, 'explicit': False, 'popularity': 62, 'uri': 'spotify:track:3K7xYRXPFDVyen7cZF5Zk2'}"
2347,2022-01-10 15:16,Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,126880,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,2013-01-01,126880,False,65,spotify:track:2sCl0FFOzZSmYZs90zOpd1,"{'name': 'Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version', 'release_date': '2013-01-01', 'duration_ms': 126880, 'explicit': False, 'popularity': 65, 'uri': 'spotify:track:2sCl0FFOzZSmYZs90zOpd1'}"
8523,2022-05-10 13:51,Anna Straker,Good Days Bad Days - Chilled,170291,Good Days Bad Days - Chilled,2020-09-25,170291,False,35,spotify:track:3Okbh51rjXaNdPybBP8JrV,"{'name': 'Good Days Bad Days - Chilled', 'release_date': '2020-09-25', 'duration_ms': 170291, 'explicit': False, 'popularity': 35, 'uri': 'spotify:track:3Okbh51rjXaNdPybBP8JrV'}"
3825,2022-01-25 22:59,Annaleigh Ashford,Dogfight,6576,Dogfight,2013-05-21,183013,False,37,spotify:track:3yF2K888WWvvO5fmDBWPcP,"{'name': 'Dogfight', 'release_date': '2013-05-21', 'duration_ms': 183013, 'explicit': False, 'popularity': 37, 'uri': 'spotify:track:3yF2K888WWvvO5fmDBWPcP'}"
2008,2022-08-01 17:53,Annaleigh Ashford,Bend and Snap,200520,Bend and Snap,2007-07-16,200520,False,46,spotify:track:3BlC2zE57W5UDZfRIMs1Y6,"{'name': 'Bend and Snap', 'release_date': '2007-07-16', 'duration_ms': 200520, 'explicit': False, 'popularity': 46, 'uri': 'spotify:track:3BlC2zE57W5UDZfRIMs1Y6'}"
610,2021-12-15 14:45,Anne-Marie,Beautiful,1088,Beautiful,2022-12-09,194680,False,0,spotify:track:7sHfpokQlM6jFouo0L365z,"{'name': 'Beautiful', 'release_date': '2022-12-09', 'duration_ms': 194680, 'explicit': False, 'popularity': 0, 'uri': 'spotify:track:7sHfpokQlM6jFouo0L365z'}"
5232,2022-02-24 14:18,Anne-Marie,Tell Your Girlfriend,134893,Tell Your Girlfriend,2021-07-23,134893,False,44,spotify:track:0Kryggxs2gZqnkujFYEH1D,"{'name': 'Tell Your Girlfriend', 'release_date': '2021-07-23', 'duration_ms': 134893, 'explicit': False, 'popularity': 44, 'uri': 'spotify:track:0Kryggxs2gZqnkujFYEH1D'}"
202,2022-06-20 20:25,Anne-Marie,Our Song,163733,Our Song,2021-07-23,163733,False,70,spotify:track:3fGW43fnu3OHEw6ohTC2Bw,"{'name': 'Our Song', 'release_date': '2021-07-23', 'duration_ms': 163733, 'explicit': False, 'popularity': 70, 'uri': 'spotify:track:3fGW43fnu3OHEw6ohTC2Bw'}"
211,2022-06-20 20:39,Anne-Marie,Therapy,165520,Therapy,2022-12-09,165520,False,0,spotify:track:4Evb8sKqjDuLdf9Hxo2Shg,"{'name': 'Therapy', 'release_date': '2022-12-09', 'duration_ms': 165520, 'explicit': False, 'popularity': 0, 'uri': 'spotify:track:4Evb8sKqjDuLdf9Hxo2Shg'}"
9054,2022-05-20 21:47,Anne-Marie,Alarm,205593,Alarm,2018-04-27,205593,True,61,spotify:track:572xshmOviSGH70oPYMCZV,"{'name': 'Alarm', 'release_date': '2018-04-27', 'duration_ms': 205593, 'explicit': True, 'popularity': 61, 'uri': 'spotify:track:572xshmOviSGH70oPYMCZV'}"
1249,2021-12-21 10:31,Anne-Marie,Boy,5002,Boy,2015-10-23,195953,False,42,spotify:track:5eQFxc9ON8B5ZLwSSMMf4L,"{'name': 'Boy', 'release_date': '2015-10-23', 'duration_ms': 195953, 'explicit': False, 'popularity': 42, 'uri': 'spotify:track:5eQFxc9ON8B5ZLwSSMMf4L'}"
1372,2021-12-21 16:31,Annika Bennett,Boy Who Has Everything,12253,Boy Who Has Everything,2018-09-28,186290,False,43,spotify:track:37hblhCnC5YzhDQH58Rgpi,"{'name': 'Boy Who Has Everything', 'release_date': '2018-09-28', 'duration_ms': 186290, 'explicit': False, 'popularity': 43, 'uri': 'spotify:track:37hblhCnC5YzhDQH58Rgpi'}"
6832,2022-04-01 07:30,Anotnia Thomas,I'm Gonna Be (500 Miles),358408,I'm Gonna Be (500 Miles),2013-10-01,358408,False,33,spotify:track:06L2xaHzHJeX6QXOTTxQj5,"{'name': ""I'm Gonna Be (500 Miles)"", 'release_date': '2013-10-01', 'duration_ms': 358408, 'explicit': False, 'popularity': 33, 'uri': 'spotify:track:06L2xaHzHJeX6QXOTTxQj5'}"
1427,2022-07-15 22:52,Anson Seabra,Welcome to Wonderland,2897,Welcome to Wonderland,2018-04-20,199131,False,71,spotify:track:3JfHYZKy5JmE5Fv4gDTCiz,"{'name': 'Welcome to Wonderland', 'release_date': '2018-04-20', 'duration_ms': 199131, 'explicit': False, 'popularity': 71, 'uri': 'spotify:track:3JfHYZKy5JmE5Fv4gDTCiz'}"
7931,2022-04-27 14:02,Anthem Lights,Love You Like the Movies,228158,Love You Like the Movies,2014-10-14,228158,False,53,spotify:track:5z8qQvLYEehH19vNOoFAPb,"{'name': 'Love You Like the Movies', 'release_date': '2014-10-14', 'duration_ms': 228158, 'explicit': False, 'popularity': 53, 'uri': 'spotify:track:5z8qQvLYEehH19vNOoFAPb'}"
7849,2022-04-26 22:12,Anthony Crivello,My Dead Gay Son,222080,My Dead Gay Son,2014-06-10,222080,False,51,spotify:track:5zkR2vfAGuzLeOL7MNKYvk,"{'name': 'My Dead Gay Son', 'release_date': '2014-06-10', 'duration_ms': 222080, 'explicit': False, 'popularity': 51, 'uri': 'spotify:track:5zkR2vfAGuzLeOL7MNKYvk'}"
2683,2022-01-14 14:43,Anthony Gonzalez,Un Poco Loco,112205,Un Poco Loco,2017-11-10,112205,False,71,spotify:track:0OFknyqxmSQ42SoKxWVTok,"{'name': 'Un Poco Loco', 'release_date': '2017-11-10', 'duration_ms': 112205, 'explicit': False, 'popularity': 71, 'uri': 'spotify:track:0OFknyqxmSQ42SoKxWVTok'}"
1381,2021-12-21 16:35,Anthony Ramos,Stop,7877,Stop,2020-08-14,190830,False,40,spotify:track:3XJV73RAVIVfLKLV7eevuG,"{'name': 'Stop', 'release_date': '2020-08-14', 'duration_ms': 190830, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:3XJV73RAVIVfLKLV7eevuG'}"
5744,2022-11-06 18:23,Antoine Cara,Believe,15837,Believe,2020-01-24,192416,False,40,spotify:track:6dyoyVVFGFQNwvEIPPvkIG,"{'name': 'Believe', 'release_date': '2020-01-24', 'duration_ms': 192416, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:6dyoyVVFGFQNwvEIPPvkIG'}"
4279,2022-02-02 00:15,Anton Ewald,Begging,0,Begging,2013-01-01,182106,False,40,spotify:track:2sjZkR11bgYNjDOHqjvCK1,"{'name': 'Begging', 'release_date': '2013-01-01', 'duration_ms': 182106, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:2sjZkR11bgYNjDOHqjvCK1'}"
5995,2022-03-10 17:46,Antonia Thomas,Make My Heart Fly,123036,Make My Heart Fly,2013-10-01,264184,False,32,spotify:track:7F8WLdPD5TEjmMcPybkUsP,"{'name': 'Make My Heart Fly', 'release_date': '2013-10-01', 'duration_ms': 264184, 'explicit': False, 'popularity': 32, 'uri': 'spotify:track:7F8WLdPD5TEjmMcPybkUsP'}"
4920,2022-10-20 11:33,Antonia Thomas,Misty Blue,28122,Misty Blue,2013-10-01,106948,False,27,spotify:track:54CiwBTGIwkEeO5zb2RvDy,"{'name': 'Misty Blue', 'release_date': '2013-10-01', 'duration_ms': 106948, 'explicit': False, 'popularity': 27, 'uri': 'spotify:track:54CiwBTGIwkEeO5zb2RvDy'}"
5971,2022-03-10 15:37,Antonia Thomas,Over and Done With,127046,Over and Done With,2013-10-01,197987,False,37,spotify:track:5O7Mj8sSb603yz8Ua1EFRK,"{'name': 'Over and Done With', 'release_date': '2013-10-01', 'duration_ms': 197987, 'explicit': False, 'popularity': 37, 'uri': 'spotify:track:5O7Mj8sSb603yz8Ua1EFRK'}"
6068,2022-11-14 11:37,Antonín Dvořák,"Serenade for Strings in E Major, Op. 22, B. 52: IV. Larghetto",295219,"Serenade for Strings in E Major, Op. 22, B. 52: IV. Larghetto",2002-01-01,295218,False,51,spotify:track:3o9br9LskOEbwc5irxfHqR,"{'name': 'Serenade for Strings in E Major, Op. 22, B. 52: IV. Larghetto', 'release_date': '2002-01-01', 'duration_ms': 295218, 'explicit': False, 'popularity': 51, 'uri': 'spotify:track:3o9br9LskOEbwc5irxfHqR'}"
1524,2021-12-28 10:22,Anupam Roy,Journey Song,252565,Journey Song,2018-08-13,252565,False,56,spotify:track:7z8XCViP5KT8O7HqoCsRTV,"{'name': 'Journey Song', 'release_date': '2018-08-13', 'duration_ms': 252565, 'explicit': False, 'popularity': 56, 'uri': 'spotify:track:7z8XCViP5KT8O7HqoCsRTV'}"
630,2021-12-15 15:06,Apathy,It Takes a Seven Nation Army to Hold Us Back (feat. Emilio Lopez),0,It Takes a Seven Nation Army to Hold Us Back (feat. Emilio Lopez),2004-12-28,183706,True,53,spotify:track:4MaueLnp6HNDRIgaP3xMI5,"{'name': 'It Takes a Seven Nation Army to Hold Us Back (feat. Emilio Lopez)', 'release_date': '2004-12-28', 'duration_ms': 183706, 'explicit': True, 'popularity': 53, 'uri': 'spotify:track:4MaueLnp6HNDRIgaP3xMI5'}"
180,2021-12-10 00:45,Aqua,Barbie Girl,0,Barbie Girl,1997-01-01,197960,False,75,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,"{'name': 'Barbie Girl', 'release_date': '1997-01-01', 'duration_ms': 197960, 'explicit': False, 'popularity': 75, 'uri': 'spotify:track:5ZrDlcxIDZyjOzHdYW1ydr'}"
4626,2022-10-11 14:21,Arcade Player,"Coconut Mall (From ""Mario Kart Wii"")",130612,"Coconut Mall (From ""Mario Kart Wii"")",2020-08-05,130612,False,58,spotify:track:1SOTqkhpIWoLX1AS9Y2RpU,"{'name': 'Coconut Mall (From ""Mario Kart Wii"")', 'release_date': '2020-08-05', 'duration_ms': 130612, 'explicit': False, 'popularity': 58, 'uri': 'spotify:track:1SOTqkhpIWoLX1AS9Y2RpU'}"
2260,2022-08-11 14:56,Arctic Monkeys,Why'd You Only Call Me When You're High?,66280,Why'd You Only Call Me When You're High?,2013-09-09,161123,False,88,spotify:track:086myS9r57YsLbJpU0TgK9,"{'name': ""Why'd You Only Call Me When You're High?"", 'release_date': '2013-09-09', 'duration_ms': 161123, 'explicit': False, 'popularity': 88, 'uri': 'spotify:track:086myS9r57YsLbJpU0TgK9'}"
3853,2022-09-22 07:42,Aretha Franklin,Hello Sunshine,183907,Hello Sunshine,1968-06-14,183906,False,49,spotify:track:0iZk0jnDp3JDE8etYCzKcC,"{'name': 'Hello Sunshine', 'release_date': '1968-06-14', 'duration_ms': 183906, 'explicit': False, 'popularity': 49, 'uri': 'spotify:track:0iZk0jnDp3JDE8etYCzKcC'}"
8094,2022-05-02 20:16,Aretha Franklin,You Send Me,149627,You Send Me,1968-06-14,149626,False,62,spotify:track:4VijLEUxHEzbWKYL5u9wuN,"{'name': 'You Send Me', 'release_date': '1968-06-14', 'duration_ms': 149626, 'explicit': False, 'popularity': 62, 'uri': 'spotify:track:4VijLEUxHEzbWKYL5u9wuN'}"
1975,2022-01-04 15:39,Ari Afsar,First Burn,182828,First Burn,2018-04-30,182827,False,63,spotify:track:1A2gifkaEngunqZAFHUS0j,"{'name': 'First Burn', 'release_date': '2018-04-30', 'duration_ms': 182827, 'explicit': False, 'popularity': 63, 'uri': 'spotify:track:1A2gifkaEngunqZAFHUS0j'}"
6206,2022-11-17 18:14,Aria Brooks,A Little Bit of You,99165,A Little Bit of You,2022-09-15,99164,False,30,spotify:track:2HgD6GTlWqMHdYuKZp3gTG,"{'name': 'A Little Bit of You', 'release_date': '2022-09-15', 'duration_ms': 99164, 'explicit': False, 'popularity': 30, 'uri': 'spotify:track:2HgD6GTlWqMHdYuKZp3gTG'}"
8816,2022-05-16 12:07,Aria X,Oops (Baby I Love You),0,Oops (Baby I Love You),2016-12-24,219829,False,30,spotify:track:5NXhhe8EShJ11C5pV49h10,"{'name': 'Oops (Baby I Love You)', 'release_date': '2016-12-24', 'duration_ms': 219829, 'explicit': False, 'popularity': 30, 'uri': 'spotify:track:5NXhhe8EShJ11C5pV49h10'}"
7175,2022-04-08 20:20,Ariana DeBose,America,297667,America,2021-12-03,297666,False,48,spotify:track:7guz8LWGuiHSvp19OUxmbQ,"{'name': 'America', 'release_date': '2021-12-03', 'duration_ms': 297666, 'explicit': False, 'popularity': 48, 'uri': 'spotify:track:7guz8LWGuiHSvp19OUxmbQ'}"
1709,2022-01-01 22:48,Ariana Grande,motive (with Doja Cat),15540,motive (with Doja Cat),2020-10-30,167989,True,77,spotify:track:5GkQIP5mWPi4KZLLXeuFTT,"{'name': 'motive (with Doja Cat)', 'release_date': '2020-10-30', 'duration_ms': 167989, 'explicit': True, 'popularity': 77, 'uri': 'spotify:track:5GkQIP5mWPi4KZLLXeuFTT'}"
6247,2022-11-17 23:25,Ariana Grande,Problem,193920,Problem,2014-08-25,193920,False,75,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,"{'name': 'Problem', 'release_date': '2014-08-25', 'duration_ms': 193920, 'explicit': False, 'popularity': 75, 'uri': 'spotify:track:7vS3Y0IKjde7Xg85LWIEdP'}"
1710,2022-01-01 22:48,Ariana Grande,no tears left to cry,14310,no tears left to cry,2018-08-17,205920,False,78,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,"{'name': 'no tears left to cry', 'release_date': '2018-08-17', 'duration_ms': 205920, 'explicit': False, 'popularity': 78, 'uri': 'spotify:track:2qT1uLXPVPzGgFOx4jtEuo'}"
1711,2022-01-01 22:48,Ariana Grande,Dangerous Woman,9060,Dangerous Woman,2016-04-01,235946,False,74,spotify:track:3nef5W8jTkXrOKgCu4kmq7,"{'name': 'Dangerous Woman', 'release_date': '2016-04-01', 'duration_ms': 235946, 'explicit': False, 'popularity': 74, 'uri': 'spotify:track:3nef5W8jTkXrOKgCu4kmq7'}"
3472,2022-01-20 15:12,Ariana Grande,One Last Time,197266,One Last Time,2014-08-25,197266,False,83,spotify:track:7xoUc6faLbCqZO6fQEYprd,"{'name': 'One Last Time', 'release_date': '2014-08-25', 'duration_ms': 197266, 'explicit': False, 'popularity': 83, 'uri': 'spotify:track:7xoUc6faLbCqZO6fQEYprd'}"
403,2021-12-13 22:48,Ariana Grande,Somewhere Over The Rainbow - Live From Manchester,822,Somewhere Over The Rainbow - Live From Manchester,2017-06-06,272026,False,44,spotify:track:2yueE1lZ8V8HX1deAFA5MF,"{'name': 'Somewhere Over The Rainbow - Live From Manchester', 'release_date': '2017-06-06', 'duration_ms': 272026, 'explicit': False, 'popularity': 44, 'uri': 'spotify:track:2yueE1lZ8V8HX1deAFA5MF'}"
1033,2022-07-10 16:34,Ariana Grande,Break Free,214840,Break Free,2014-08-25,214840,False,76,spotify:track:12KUFSHFgT0XCoiSlvdQi4,"{'name': 'Break Free', 'release_date': '2014-08-25', 'duration_ms': 214840, 'explicit': False, 'popularity': 76, 'uri': 'spotify:track:12KUFSHFgT0XCoiSlvdQi4'}"
1713,2022-01-01 22:51,Ariana Grande,Side To Side,183620,Side To Side,2016-04-01,226160,True,76,spotify:track:44ONERBHALxftQNWq6dmyd,"{'name': 'Side To Side', 'release_date': '2016-04-01', 'duration_ms': 226160, 'explicit': True, 'popularity': 76, 'uri': 'spotify:track:44ONERBHALxftQNWq6dmyd'}"
6435,2022-11-22 19:10,Ariana Grande,Santa Tell Me,204093,Santa Tell Me,2014-11-24,204093,False,92,spotify:track:0lizgQ7Qw35od7CYaoMBZb,"{'name': 'Santa Tell Me', 'release_date': '2014-11-24', 'duration_ms': 204093, 'explicit': False, 'popularity': 92, 'uri': 'spotify:track:0lizgQ7Qw35od7CYaoMBZb'}"
6175,2022-11-16 19:34,Arijit Singh,"Saware (From ""Phantom"")",177698,"Saware (From ""Phantom"")",2020-05-19,321613,False,63,spotify:track:2y0hUGvHaKm2p5xmJF4HBe,"{'name': 'Saware (From ""Phantom"")', 'release_date': '2020-05-19', 'duration_ms': 321613, 'explicit': False, 'popularity': 63, 'uri': 'spotify:track:2y0hUGvHaKm2p5xmJF4HBe'}"
